# timestamp tx ty tz qx qy qz qw
1403636622.213555574 -0.011067 0.002009 -0.007954 0.044982 0.793817 -0.000038 0.606490
1403636622.263555765 -0.011615 0.002192 -0.008505 0.044942 0.793872 0.000001 0.606421
1403636622.313555479 -0.012205 0.002420 -0.009022 0.044988 0.793857 0.000060 0.606438
1403636622.363555670 -0.012699 0.002632 -0.009525 0.044944 0.793883 0.000111 0.606407
1403636622.413555622 -0.013303 0.002731 -0.010042 0.045016 0.793923 -0.000004 0.606350
1403636622.463555574 -0.014064 0.002875 -0.010627 0.044999 0.793915 0.000026 0.606362
1403636622.513555527 -0.015884 0.003453 -0.011597 0.045051 0.793951 -0.000020 0.606310
1403636622.563555717 -0.016809 0.003619 -0.012219 0.045074 0.793968 0.000004 0.606286
1403636622.613555431 -0.017805 0.003795 -0.012798 0.045052 0.793993 0.000051 0.606256
1403636622.663555622 -0.018854 0.003967 -0.013389 0.045047 0.793957 -0.000030 0.606303
1403636622.713555574 -0.019910 0.004154 -0.014007 0.045143 0.793933 -0.000055 0.606328
1403636622.763555765 -0.020957 0.004426 -0.014619 0.045120 0.793924 -0.000045 0.606340
1403636622.813555479 -0.022016 0.004715 -0.015221 0.045243 0.793942 -0.000054 0.606308
1403636622.863555670 -0.023161 0.005209 -0.015781 0.045308 0.793902 0.000010 0.606355
1403636622.913555622 -0.024454 0.005844 -0.016350 0.045412 0.793778 0.000066 0.606510
1403636622.963555574 -0.025823 0.006392 -0.016985 0.045639 0.793823 -0.000148 0.606433
1403636623.013555527 -0.017704 0.001078 -0.015458 0.045247 0.793310 0.000322 0.607135
1403636623.063555717 -0.018562 0.001279 -0.016153 0.045306 0.793317 0.000299 0.607121
1403636623.113555431 0.074049 -0.005042 0.019348 0.042041 0.790525 -0.002658 0.610979
1403636623.163555622 0.079076 -0.005027 0.019572 0.041950 0.790507 -0.002676 0.611009
1403636623.213555574 0.037912 -0.042201 0.014537 0.046935 0.791021 0.000638 0.609985
1403636623.263555765 0.041120 -0.042972 0.014567 0.047033 0.790998 0.000528 0.610008
1403636623.313555479 0.115320 -0.054365 0.016069 0.048901 0.789965 0.002792 0.611193
1403636623.363555670 0.122082 -0.055933 0.015984 0.049150 0.789989 0.002614 0.611142
1403636623.413555622 0.142571 -0.098766 0.023904 0.055655 0.790071 0.005983 0.610454
1403636623.463555574 0.150083 -0.100295 0.023833 0.055940 0.789870 0.006007 0.610688
1403636623.513555527 0.175076 -0.123293 0.055385 0.054348 0.790643 0.003145 0.609852
1403636623.563555717 0.183464 -0.124056 0.054656 0.054628 0.790680 0.003050 0.609781
1403636623.613555431 0.192630 -0.161515 0.082240 0.057519 0.790657 0.003547 0.609541
1403636623.663555622 0.200267 -0.161605 0.081351 0.057662 0.790615 0.003631 0.609582
1403636623.713555574 0.144474 -0.183582 0.137572 0.058883 0.788857 0.002776 0.611743
1403636623.763555765 0.153508 -0.182789 0.135623 0.059260 0.788724 0.002921 0.611878
1403636623.813555479 0.352249 -0.029696 -0.032153 0.056643 0.800313 0.004380 0.596885
1403636623.863555670 0.356694 -0.030088 -0.033101 0.057085 0.800351 0.004467 0.596791
1403636623.913555622 0.374823 -0.060070 -0.039746 0.058467 0.800186 0.003243 0.596886
1403636623.963555574 0.378783 -0.059615 -0.040473 0.059022 0.800214 0.003226 0.596794
1403636624.013555527 0.394625 -0.044285 -0.048955 0.058098 0.800516 0.004457 0.596472
1403636624.063555717 0.397614 -0.043983 -0.049162 0.058574 0.800699 0.004542 0.596179
1403636624.113555431 0.407032 -0.036740 -0.058008 0.058661 0.801164 0.005728 0.595535
1403636624.163555622 0.409943 -0.036745 -0.058022 0.059356 0.801213 0.005747 0.595400
1403636624.213555574 0.419192 -0.031324 -0.060781 0.058924 0.801668 0.006509 0.594823
1403636624.263555765 0.420712 -0.031246 -0.059981 0.059181 0.801834 0.006564 0.594573
1403636624.313555479 0.426223 -0.027450 -0.057521 0.059153 0.803783 0.008320 0.591916
1403636624.363555670 0.427035 -0.026647 -0.057015 0.060102 0.806815 0.009428 0.587663
1403636624.413555622 0.384479 -0.043867 -0.021837 0.048794 0.807792 0.016374 0.587216
1403636624.463555574 0.308373 -0.041482 -0.014151 0.048054 0.808268 0.010608 0.586755
1403636624.513555527 0.256496 -0.080414 -0.002157 0.050987 0.811128 0.014241 0.582467
1403636624.563555717 0.257731 -0.079277 -0.000962 0.052141 0.813220 0.015522 0.579408
1403636624.613555431 0.266560 -0.086095 0.013490 0.051481 0.815014 0.019610 0.576817
1403636624.663555622 0.255111 -0.085865 0.017002 0.049966 0.813826 0.022071 0.578536
1403636624.713555574 0.256093 -0.072844 0.023371 0.045426 0.813433 0.021674 0.579476
1403636624.763555765 0.256719 -0.069302 0.026905 0.043612 0.812225 0.024520 0.581195
1403636624.813555479 0.228892 -0.056893 0.028003 0.041937 0.813351 0.027668 0.579599
1403636624.863555670 0.229372 -0.051703 0.033666 0.037690 0.816057 0.032930 0.575801
1403636624.913555622 0.231902 -0.046892 0.040710 0.032981 0.820457 0.039319 0.569400
1403636624.963555574 0.229431 -0.044497 0.045022 0.028348 0.824639 0.045176 0.563140
1403636625.013555527 0.233879 -0.042431 0.055485 0.025476 0.828097 0.048720 0.557882
1403636625.063555717 0.218135 -0.029788 0.064210 0.025774 0.831336 0.050515 0.552869
1403636625.113555431 0.218315 -0.028187 0.078238 0.025527 0.834152 0.050181 0.548654
1403636625.163555622 0.214990 -0.027173 0.093910 0.028228 0.835321 0.046071 0.547102
1403636625.213555574 0.214060 -0.027722 0.109393 0.030315 0.834370 0.042565 0.548722
1403636625.263555765 0.207847 -0.027850 0.126076 0.031913 0.831996 0.039782 0.552432
1403636625.313555479 0.202262 -0.028861 0.137685 0.032845 0.829846 0.037419 0.555767
1403636625.363555670 0.193358 -0.029499 0.145472 0.032967 0.828645 0.035695 0.557662
1403636625.413555622 0.189482 -0.029721 0.148692 0.032787 0.829299 0.035008 0.556743
1403636625.463555574 0.179107 -0.030093 0.148040 0.032261 0.831140 0.034648 0.554044
1403636625.513555527 0.175677 -0.029984 0.147020 0.032256 0.831878 0.034077 0.552971
1403636625.563555717 0.162803 -0.030695 0.145231 0.031581 0.832636 0.033925 0.551877
1403636625.613555431 0.157484 -0.029619 0.145237 0.030484 0.832487 0.034203 0.552147
1403636625.663555622 0.142896 -0.030857 0.150068 0.029657 0.831685 0.034368 0.553389
1403636625.713555574 0.134682 -0.031655 0.159438 0.029176 0.829731 0.033452 0.556396
1403636625.763555765 0.117816 -0.033682 0.173019 0.028434 0.826843 0.033706 0.560702
1403636625.813555479 0.105833 -0.035628 0.190814 0.028196 0.823791 0.032903 0.565236
1403636625.863555670 0.087799 -0.038564 0.212715 0.028342 0.820386 0.031788 0.570221
1403636625.913555622 0.073347 -0.039026 0.237450 0.028741 0.818181 0.030407 0.573437
1403636625.963555574 0.055136 -0.042227 0.264227 0.028926 0.816510 0.029652 0.575844
1403636626.013555527 0.044024 -0.043890 0.289782 0.029125 0.814937 0.028669 0.578107
1403636626.063555717 0.027018 -0.047284 0.315735 0.031424 0.814131 0.024834 0.579298
1403636626.113555431 0.020339 -0.050938 0.342140 0.034139 0.813349 0.020379 0.580415
1403636626.163555622 0.004855 -0.054127 0.366566 0.036855 0.812577 0.016179 0.581463
1403636626.213555574 0.001017 -0.056275 0.387248 0.039402 0.811916 0.012331 0.582312
1403636626.263555765 -0.012406 -0.057996 0.406480 0.040859 0.811648 0.010094 0.582629
1403636626.313555479 -0.025643 -0.059058 0.422206 0.041126 0.811529 0.009219 0.582790
1403636626.363555670 -0.038187 -0.059373 0.434175 0.040947 0.811392 0.009433 0.582990
1403636626.413555622 -0.044142 -0.056236 0.436819 0.039751 0.811021 0.010631 0.583568
1403636626.463555574 -0.055544 -0.054626 0.442920 0.037680 0.810617 0.013064 0.584217
1403636626.513555527 -0.057595 -0.050794 0.444397 0.035242 0.808573 0.015813 0.587126
1403636626.563555717 -0.066789 -0.047922 0.448561 0.032254 0.806614 0.018982 0.589892
1403636626.613555431 -0.066511 -0.041972 0.446656 0.029543 0.804517 0.021263 0.592814
1403636626.663555622 -0.072729 -0.038432 0.448259 0.026942 0.803110 0.023420 0.594760
1403636626.713555574 -0.062573 -0.034363 0.445113 0.025603 0.802989 0.023501 0.594979
1403636626.763555765 -0.064852 -0.031042 0.443456 0.024543 0.804470 0.023062 0.593038
1403636626.813555479 -0.055299 -0.025972 0.436333 0.024018 0.805700 0.022449 0.591411
1403636626.863555670 -0.053946 -0.022718 0.432315 0.023522 0.808051 0.022133 0.588227
1403636626.913555622 -0.047105 -0.017729 0.425062 0.023134 0.810175 0.021839 0.585324
1403636626.963555574 -0.042576 -0.014385 0.419949 0.022588 0.813003 0.022006 0.581405
1403636627.013555527 -0.032767 -0.008001 0.411754 0.022824 0.814834 0.023737 0.578758
1403636627.063555717 -0.028451 -0.004663 0.405596 0.023097 0.817208 0.023935 0.575382
1403636627.113555431 -0.022267 0.000943 0.401095 0.022870 0.819779 0.023431 0.571743
1403636627.163555622 -0.017980 0.004231 0.400650 0.022875 0.818847 0.023064 0.573092
1403636627.213555574 -0.013216 0.008197 0.400407 0.022476 0.817243 0.023464 0.575376
1403636627.263555765 -0.009391 0.011403 0.405371 0.022170 0.814834 0.023656 0.578787
1403636627.313555479 -0.005051 0.014861 0.411270 0.022455 0.812986 0.022549 0.581413
1403636627.363555670 -0.000739 0.017999 0.420229 0.022934 0.812184 0.021864 0.582540
1403636627.413555622 0.003694 0.020598 0.430899 0.023315 0.811848 0.020920 0.583028
1403636627.463555574 0.009183 0.023816 0.443811 0.024755 0.811177 0.020237 0.583926
1403636627.513555527 0.013746 0.026800 0.456035 0.027414 0.811836 0.020405 0.582885
1403636627.563555717 0.021602 0.031027 0.465477 0.030955 0.812147 0.021464 0.582235
1403636627.613555431 0.027642 0.035667 0.470419 0.034963 0.812972 0.023904 0.580760
1403636627.663555622 0.034326 0.040128 0.470062 0.038117 0.814703 0.026040 0.578038
1403636627.713555574 0.039879 0.043988 0.469082 0.042473 0.817638 0.029057 0.573428
1403636627.763555765 0.049987 0.049643 0.464382 0.046783 0.820737 0.032024 0.568486
1403636627.813555479 0.059860 0.051834 0.451014 0.051481 0.823486 0.036145 0.563839
1403636627.863555670 0.065111 0.057895 0.442991 0.056854 0.826153 0.040535 0.559103
1403636627.913555622 0.068811 0.064792 0.437393 0.060817 0.828655 0.043970 0.554705
1403636627.963555574 0.071631 0.071030 0.432404 0.064131 0.829741 0.047745 0.552393
1403636628.013555527 0.069511 0.081751 0.434215 0.065732 0.830279 0.050877 0.551115
1403636628.063555717 0.067523 0.088819 0.435491 0.068149 0.828632 0.053044 0.553093
1403636628.113555431 0.063940 0.095764 0.442650 0.070414 0.824779 0.055078 0.558344
1403636628.163555622 0.059839 0.102102 0.449914 0.072565 0.819383 0.056036 0.565867
1403636628.213555574 0.052873 0.108646 0.461057 0.074747 0.814356 0.055941 0.572807
1403636628.263555765 0.047905 0.114982 0.471104 0.077822 0.810641 0.054274 0.577806
1403636628.313555479 0.042080 0.122335 0.485424 0.080810 0.807870 0.051379 0.581530
1403636628.363555670 0.037813 0.129549 0.497349 0.082663 0.806699 0.049658 0.583042
1403636628.413555622 0.033358 0.136855 0.510370 0.084115 0.806285 0.048116 0.583535
1403636628.463555574 0.030104 0.145211 0.520692 0.084927 0.806275 0.046809 0.583539
1403636628.513555527 0.027034 0.153659 0.531732 0.085283 0.806404 0.045525 0.583410
1403636628.563555717 0.024938 0.163195 0.539260 0.085784 0.806701 0.044144 0.583032
1403636628.613555431 0.023281 0.172523 0.545174 0.085676 0.807105 0.042545 0.582608
1403636628.663555622 0.023347 0.185331 0.549128 0.085243 0.807126 0.042127 0.582672
1403636628.713555574 0.021694 0.196704 0.551812 0.084531 0.807429 0.044349 0.582191
1403636628.763555765 0.022137 0.210044 0.552892 0.084723 0.808958 0.048248 0.579725
1403636628.813555479 0.021895 0.222976 0.553536 0.085538 0.811071 0.053080 0.576220
1403636628.863555670 0.022651 0.237364 0.552668 0.087323 0.813352 0.057468 0.572303
1403636628.913555622 0.021790 0.251219 0.552990 0.089601 0.815709 0.060942 0.568223
1403636628.963555574 0.023680 0.265261 0.555930 0.091367 0.817529 0.063807 0.565001
1403636629.013555527 0.025515 0.279263 0.559869 0.093640 0.818969 0.065710 0.562320
1403636629.063555717 0.029414 0.292754 0.567875 0.095934 0.819508 0.067561 0.560927
1403636629.113555431 0.031014 0.307644 0.576585 0.097659 0.819648 0.070069 0.560116
1403636629.163555622 0.033039 0.321954 0.583906 0.101621 0.819406 0.072729 0.559427
1403636629.213555574 0.035684 0.336709 0.591633 0.106055 0.818037 0.076105 0.560157
1403636629.263555765 0.047224 0.363665 0.595183 0.110770 0.816320 0.078438 0.561427
1403636629.313555479 0.046607 0.382507 0.601533 0.115631 0.814389 0.080051 0.563020
1403636629.363555670 0.046637 0.398848 0.605480 0.120012 0.812484 0.080741 0.564754
1403636629.413555622 0.035215 0.414383 0.601927 0.125172 0.810099 0.079716 0.567201
1403636629.463555574 0.033146 0.432415 0.603451 0.131728 0.807031 0.080183 0.570017
1403636629.513555527 0.031685 0.456531 0.606122 0.137940 0.804457 0.080993 0.572068
1403636629.563555717 0.029829 0.476825 0.604029 0.145235 0.803741 0.083375 0.570925
1403636629.613555431 0.027964 0.498048 0.601088 0.151945 0.804297 0.088571 0.567603
1403636629.663555622 0.030613 0.515869 0.597668 0.159260 0.805668 0.094766 0.562632
1403636629.713555574 0.027383 0.537184 0.591394 0.166612 0.807217 0.101506 0.557079
1403636629.763555765 0.029520 0.562065 0.587193 0.174813 0.808130 0.108847 0.551832
1403636629.813555479 0.028910 0.587435 0.578837 0.183638 0.807857 0.115871 0.547921
1403636629.863555670 0.027298 0.612759 0.569440 0.192759 0.807106 0.122586 0.544424
1403636629.913555622 0.022574 0.638605 0.559787 0.201290 0.805930 0.128715 0.541656
1403636629.963555574 0.019136 0.665067 0.553061 0.208353 0.804669 0.134511 0.539447
1403636630.013555527 0.014176 0.689101 0.544688 0.214183 0.803193 0.138922 0.538245
1403636630.063555717 -0.036233 0.765625 0.551820 0.220248 0.802648 0.141449 0.535947
1403636630.113555431 -0.045488 0.796804 0.553765 0.223576 0.798902 0.145662 0.539028
1403636630.163555622 -0.055363 0.827278 0.557353 0.226094 0.794043 0.149586 0.544060
1403636630.213555574 -0.062986 0.853382 0.553339 0.227763 0.789499 0.153659 0.548822
1403636630.263555765 -0.071376 0.884324 0.557157 0.229172 0.785477 0.156530 0.553177
1403636630.313555479 -0.084808 0.910162 0.562213 0.229704 0.783333 0.158937 0.555306
1403636630.363555670 -0.095180 0.941327 0.569857 0.230557 0.783526 0.159809 0.554430
1403636630.413555622 -0.107087 0.966067 0.581425 0.230563 0.784385 0.160966 0.552875
1403636630.463555574 -0.117928 0.996605 0.592169 0.229893 0.786337 0.161698 0.550161
1403636630.513555527 -0.125513 1.011251 0.600570 0.228542 0.787318 0.163203 0.548876
1403636630.563555717 -0.137122 1.042651 0.614388 0.226352 0.788897 0.164464 0.547136
1403636630.613555431 -0.146047 1.070891 0.629408 0.223520 0.789803 0.165711 0.546617
1403636630.663555622 -0.157591 1.100092 0.641987 0.221298 0.791291 0.166222 0.545213
1403636630.713555574 -0.169471 1.124206 0.652099 0.219377 0.792277 0.166192 0.544565
1403636630.763555765 -0.182272 1.152457 0.661845 0.219023 0.792389 0.164528 0.545049
1403636630.813555479 -0.201744 1.182352 0.666519 0.218576 0.793178 0.161350 0.545032
1403636630.863555670 -0.216077 1.206713 0.671600 0.218673 0.793245 0.159377 0.545475
1403636630.913555622 -0.228759 1.223124 0.674437 0.218452 0.793170 0.157478 0.546224
1403636630.963555574 -0.243621 1.249674 0.677547 0.218735 0.793043 0.155581 0.546838
1403636631.013555527 -0.283259 1.283833 0.651987 0.218622 0.793352 0.153812 0.546936
1403636631.063555717 -0.301670 1.313014 0.649443 0.217891 0.792876 0.152515 0.548279
1403636631.113555431 -0.321151 1.339365 0.646718 0.217873 0.791601 0.152328 0.550177
1403636631.163555622 -0.339010 1.367416 0.645091 0.217318 0.790939 0.152179 0.551390
1403636631.213555574 -0.355550 1.391614 0.641915 0.216609 0.789905 0.152185 0.553146
1403636631.263555765 -0.371988 1.418769 0.639445 0.216049 0.789126 0.152671 0.554342
1403636631.313555479 -0.388454 1.440379 0.635799 0.215715 0.789141 0.152151 0.554593
1403636631.363555670 -0.406429 1.467876 0.631669 0.215125 0.789232 0.152379 0.554630
1403636631.413555622 -0.418862 1.486275 0.619416 0.214567 0.789266 0.152187 0.554850
1403636631.463555574 -0.438289 1.506775 0.615266 0.212681 0.789266 0.153246 0.555285
1403636631.513555527 -0.455693 1.532950 0.606548 0.211597 0.789702 0.153820 0.554920
1403636631.563555717 -0.471673 1.550781 0.601394 0.210261 0.789726 0.154940 0.555083
1403636631.613555431 -0.488553 1.573959 0.592258 0.209073 0.790338 0.155289 0.554563
1403636631.663555622 -0.506677 1.598284 0.583915 0.207946 0.791033 0.155279 0.553998
1403636631.713555574 -0.518683 1.623558 0.576826 0.207365 0.791332 0.155205 0.553810
1403636631.763555765 -0.540830 1.642235 0.569114 0.206216 0.791974 0.155685 0.553186
1403636631.813555479 -0.553742 1.666940 0.566127 0.205550 0.791910 0.155426 0.553597
1403636631.863555670 -0.572257 1.688870 0.564138 0.204754 0.792393 0.156128 0.553003
1403636631.913555622 -0.585130 1.711151 0.563786 0.203986 0.793034 0.156471 0.552271
1403636631.963555574 -0.603636 1.734708 0.563954 0.203739 0.793239 0.156820 0.551968
1403636632.013555527 -0.617450 1.752630 0.564487 0.203798 0.792835 0.156883 0.552509
1403636632.063555717 -0.628018 1.781344 0.570792 0.203471 0.792161 0.157143 0.553522
1403636632.113555431 -0.641959 1.801500 0.573512 0.202417 0.791476 0.158777 0.554421
1403636632.163555622 -0.659738 1.823148 0.575114 0.200981 0.790845 0.162037 0.554901
1403636632.213555574 -0.678750 1.845300 0.575606 0.200986 0.791096 0.162726 0.554339
1403636632.263555765 -0.696385 1.859446 0.567995 0.201701 0.790460 0.162912 0.554932
1403636632.313555479 -0.708947 1.877319 0.566763 0.202599 0.790112 0.162193 0.555310
1403636632.363555670 -0.727233 1.895523 0.562873 0.203361 0.789786 0.161682 0.555645
1403636632.413555622 -0.737620 1.911611 0.559375 0.204237 0.790141 0.161457 0.554884
1403636632.463555574 -0.755068 1.928259 0.551861 0.206703 0.791380 0.158498 0.553055
1403636632.513555527 -0.767833 1.942401 0.542633 0.208580 0.793187 0.153530 0.551160
1403636632.563555717 -0.785309 1.957965 0.532511 0.210402 0.796116 0.146604 0.548122
1403636632.613555431 -0.799394 1.971104 0.522105 0.210693 0.799151 0.139064 0.545553
1403636632.663555622 -0.817229 1.986794 0.511249 0.208656 0.801959 0.131869 0.544000
1403636632.713555574 -0.843298 2.005766 0.498795 0.204091 0.804752 0.124614 0.543316
1403636632.763555765 -0.861459 2.023202 0.486184 0.197736 0.807113 0.117468 0.543756
1403636632.813555479 -0.882031 2.026437 0.480454 0.187674 0.808940 0.112685 0.545617
1403636632.863555670 -0.904566 2.037804 0.474768 0.175035 0.809976 0.109809 0.548857
1403636632.913555622 -0.930198 2.052673 0.472176 0.161637 0.810057 0.107626 0.553262
1403636632.963555574 -0.951906 2.071216 0.470426 0.149897 0.810758 0.105585 0.555927
1403636633.013555527 -0.973927 2.089996 0.470158 0.139484 0.811150 0.103817 0.558392
1403636633.063555717 -0.996144 2.108096 0.470676 0.131170 0.812275 0.101530 0.559192
1403636633.113555431 -1.020198 2.119198 0.474695 0.124534 0.812903 0.098565 0.560326
1403636633.163555622 -1.042912 2.135344 0.473796 0.118980 0.813761 0.096278 0.560685
1403636633.213555574 -1.064407 2.148783 0.473694 0.115201 0.814227 0.093671 0.561239
1403636633.263555765 -1.087067 2.165499 0.469139 0.113058 0.815400 0.090595 0.560476
1403636633.313555479 -1.109948 2.177694 0.465437 0.111874 0.816428 0.087514 0.559707
1403636633.363555670 -1.131335 2.193634 0.459028 0.112158 0.817357 0.083991 0.558833
1403636633.413555622 -1.152690 2.206900 0.452142 0.113202 0.818397 0.081174 0.557515
1403636633.463555574 -1.176791 2.218180 0.439185 0.114047 0.819441 0.078792 0.556149
1403636633.513555527 -1.202257 2.237050 0.431164 0.115163 0.820211 0.077922 0.554905
1403636633.563555717 -1.227381 2.249806 0.418633 0.116498 0.821124 0.077305 0.553360
1403636633.613555431 -1.254213 2.268702 0.410353 0.117719 0.822012 0.077311 0.551781
1403636633.663555622 -1.281448 2.286642 0.401770 0.118946 0.822698 0.078257 0.550360
1403636633.713555574 -1.308571 2.304531 0.395846 0.120161 0.822227 0.079117 0.550676
1403636633.763555765 -1.342227 2.318343 0.393370 0.121747 0.821688 0.079480 0.551080
1403636633.813555479 -1.373320 2.339805 0.391428 0.123406 0.821415 0.079888 0.551059
1403636633.863555670 -1.406417 2.358060 0.391213 0.125481 0.820421 0.079557 0.552118
1403636633.913555622 -1.444498 2.374796 0.392806 0.128945 0.819299 0.077394 0.553293
1403636633.963555574 -1.478108 2.398040 0.397900 0.132439 0.817657 0.074978 0.555226
1403636634.013555527 -1.509227 2.421997 0.396210 0.135697 0.816144 0.073131 0.556909
1403636634.063555717 -1.577160 2.417798 0.384809 0.138246 0.815506 0.072594 0.557287
1403636634.113555431 -1.608764 2.439097 0.382930 0.138143 0.815674 0.072137 0.557125
1403636634.163555622 -1.642373 2.495205 0.368336 0.137885 0.817224 0.072315 0.554891
1403636634.213555574 -1.687004 2.505495 0.368553 0.135841 0.818441 0.074265 0.553341
1403636634.263555765 -1.719309 2.532506 0.373751 0.132888 0.818722 0.077397 0.553213
1403636634.313555479 -1.755839 2.559414 0.379669 0.129909 0.817437 0.080149 0.555424
1403636634.363555670 -1.787697 2.584473 0.389752 0.126709 0.814986 0.082685 0.559380
1403636634.413555622 -1.813484 2.613182 0.391933 0.123906 0.812814 0.084942 0.562819
1403636634.463555574 -1.846059 2.640558 0.396571 0.121904 0.811489 0.086795 0.564882
1403636634.513555527 -1.876162 2.665423 0.396267 0.120084 0.809802 0.087604 0.567561
1403636634.563555717 -1.912722 2.692804 0.394743 0.118586 0.808683 0.088035 0.569402
1403636634.613555431 -1.945764 2.716789 0.390144 0.115980 0.808345 0.088233 0.570388
1403636634.663555622 -1.979455 2.741786 0.386597 0.112381 0.808460 0.087006 0.571133
1403636634.713555574 -2.003545 2.739018 0.386558 0.108185 0.809425 0.088453 0.570353
1403636634.763555765 -2.041456 2.760869 0.383167 0.104587 0.811047 0.086568 0.569008
1403636634.813555479 -2.074873 2.779906 0.384445 0.101570 0.812279 0.084652 0.568084
1403636634.863555670 -2.108904 2.802512 0.384344 0.099184 0.813827 0.082100 0.566664
1403636634.913555622 -2.136251 2.827461 0.382118 0.096432 0.815008 0.079676 0.565786
1403636634.963555574 -2.163660 2.849386 0.390874 0.093767 0.816963 0.077613 0.563699
1403636635.013555527 -2.195391 2.869049 0.396319 0.090814 0.817455 0.076796 0.563580
1403636635.063555717 -2.229174 2.889831 0.401168 0.088400 0.818618 0.075885 0.562398
1403636635.113555431 -2.242977 2.915190 0.396748 0.087347 0.819205 0.074307 0.561918
1403636635.163555622 -2.266541 2.933442 0.397523 0.086393 0.819360 0.073587 0.561935
1403636635.213555574 -2.296513 2.953773 0.396445 0.085598 0.820310 0.072233 0.560845
1403636635.263555765 -2.352208 2.956085 0.385788 0.085525 0.821590 0.071169 0.559115
1403636635.313555479 -2.376806 2.972037 0.380662 0.086240 0.822240 0.068502 0.558382
1403636635.363555670 -2.411318 2.984509 0.376579 0.088779 0.822757 0.065860 0.557540
1403636635.413555622 -2.444145 3.003757 0.374550 0.089174 0.823381 0.064075 0.556764
1403636635.463555574 -2.484561 3.021997 0.374380 0.089834 0.822937 0.062702 0.557470
1403636635.513555527 -2.518162 3.033272 0.372474 0.091876 0.822692 0.060079 0.557787
1403636635.563555717 -2.553098 3.052337 0.375066 0.092514 0.822607 0.059459 0.557874
1403636635.613555431 -2.578748 3.071024 0.369036 0.093424 0.822121 0.058742 0.558515
1403636635.663555622 -2.588975 3.097910 0.384545 0.094060 0.821596 0.059355 0.559115
1403636635.713555574 -2.608065 3.131047 0.387103 0.094359 0.820732 0.059133 0.560356
1403636635.763555765 -2.636436 3.155372 0.402901 0.094832 0.819688 0.057889 0.561931
1403636635.813555479 -2.674192 3.174880 0.414159 0.097474 0.817025 0.055264 0.565610
1403636635.863555670 -2.709615 3.194677 0.427424 0.099994 0.815654 0.053167 0.567347
1403636635.913555622 -2.743260 3.217639 0.442787 0.102767 0.816083 0.050181 0.566506
1403636635.963555574 -2.775587 3.242187 0.461638 0.103673 0.818071 0.049671 0.563511
1403636636.013555527 -2.812387 3.268529 0.475642 0.102859 0.821289 0.051470 0.558798
1403636636.063555717 -2.835238 3.294294 0.501989 0.100468 0.824009 0.054733 0.554905
1403636636.113555431 -2.855194 3.335103 0.524048 0.097592 0.826024 0.057371 0.552149
1403636636.163555622 -2.888818 3.368268 0.533863 0.094745 0.824933 0.061004 0.553884
